1.054210907367492817e-01 1.368817760480638697e+02
1.338626746791844457e-01 1.345538124783653586e+02
1.699775210731966357e-01 1.318240581325677283e+02
2.158358014243513257e-01 1.287378605984999069e+02
2.740661993560389864e-01 1.252124007421585219e+02
3.480065917414091881e-01 1.212331116333951968e+02
4.418953821377288871e-01 1.167702819006294561e+02
5.611144541185831836e-01 1.117991029296596821e+02
7.124976710498055477e-01 1.063102384789530959e+02
9.047226061015206655e-01 1.003032065548200933e+02
1.148807957203709540e+00 9.379541150101759683e+01
1.458745159714144091e+00 8.682289331198357729e+01
1.852300402035004678e+00 7.944405057290485672e+01
2.352033017234747447e+00 7.174129764803882381e+01
2.986588626814886904e+00 6.382211434778238868e+01
3.792341162075528960e+00 5.581710288342732440e+01
4.815477886859232726e+00 4.787613173119796528e+01
6.114646939132219572e+00 4.016242410433280696e+01
7.764319153508758120e+00 3.284552212717274955e+01
9.859056870763255986e+00 2.609048514653397177e+01
1.251893443058921029e+01 2.004025751347218787e+01
1.589642106053283754e+01 1.480457085198818845e+01
2.018512070135179215e+01 1.044711633009366558e+01
2.563086975216819852e+01 6.977773495357569189e+00
3.254582887922069290e+01 4.353644842134933413e+00
4.132637665742548450e+01 2.485590097278623123e+00
5.247583074222491462e+01 1.252064516152051832e+00
6.663329899239671761e+01 5.180071926776547153e-01
8.461031434491374625e+01 2.293883917076460777e-01
1.074373534223780808e+02 -4.765751353216044622e-02
