2.822145388443246250e-01 9.240212251706153297e-05 7.611106776422791284e-07
3.596318385570155818e-01 9.192703012715236239e-05 8.975034864953444731e-07
4.582863088256527995e-01 9.119205689248891975e-05 1.054359941847916056e-06
5.840037458856532915e-01 9.008574064267337370e-05 1.233530934149429008e-06
7.442080826774714053e-01 8.848574313838992664e-05 1.436754567304580548e-06
9.483597908820947664e-01 8.629443031068421803e-05 1.665458693576365643e-06
1.208514545725125178e+00 8.348460166842599400e-05 1.920563858478238037e-06
1.540035144120511790e+00 8.011109428283482770e-05 2.202272318482498584e-06
1.962498716722708814e+00 7.625950102254946039e-05 2.509841689685754929e-06
2.500852807055744087e+00 7.199287480044547314e-05 2.841332481510648416e-06
3.186888587118648086e+00 6.735419898062232249e-05 3.193357779414741681e-06
4.061118206578526291e+00 6.238624571706851362e-05 3.560825223272120749e-06
5.175167137774046466e+00 5.714047994858667030e-05 3.936763006219096931e-06
6.594822790558565906e+00 5.168035256484367973e-05 4.312190444333562890e-06
8.403919425407664789e+00 4.608260610670148708e-05 4.676095555734211626e-06
1.070928877874555063e+01 4.043714857425087647e-05 5.015525537378908625e-06
1.364706874744958043e+01 3.484545426666960522e-05 5.315808164262813534e-06
1.739074267632467752e+01 2.941728039447711693e-05 5.560940192165812297e-06
2.216138398882623761e+01 2.426547005545258529e-05 5.734206785548215424e-06
2.824071113241252462e+01 1.949879492713916444e-05 5.819155458707408153e-06
3.598772376610084933e+01 1.521324929447923152e-05 5.801071574748184034e-06
4.585990259922122902e+01 1.148285134313787409e-05 5.669019953299841317e-06
5.844022478551783450e+01 8.351768914603912382e-06 5.418339597964059686e-06
7.447159020001602414e+01 5.829650819741163847e-06 5.052926777269638094e-06
9.490069155746120089e+01 3.891258050049473069e-06 4.586488990510194334e-06
1.209339190138905167e+02 2.481256478757411098e-06 4.042417314133809560e-06
1.541086005595961694e+02 1.514114815830785472e-06 3.446289468531164469e-06
1.963837851290446395e+02 8.610179949642078249e-07 2.823892407334935740e-06
2.502559294002317927e+02 4.278186111975717247e-07 2.239618291619757577e-06
3.189063198818608384e+02 1.705884914250262830e-07 1.734381975101948476e-06
