2.540585989879277085e-01 1.008845773063728098e-04 8.869902217006364690e-07
3.240489041424882699e-01 9.921750687296239412e-05 9.529238830570908042e-07
4.133207562911002109e-01 9.725622920748113885e-05 1.031685282145622097e-06
5.271860061774169548e-01 9.503466940978550902e-05 1.169771026930633552e-06
6.724198600700176387e-01 9.251630779495970591e-05 1.350633377525211977e-06
8.576640178578980311e-01 8.967080673408062109e-05 1.566009670945977035e-06
1.093940871186579900e+00 8.647848039983073627e-05 1.816910585404816620e-06
1.395309357435033926e+00 8.291679069208375129e-05 2.096694003962781408e-06
1.779701494134696027e+00 7.897557187197944031e-05 2.403708300762034458e-06
2.269989369273430757e+00 7.465583276474484014e-05 2.737326510459419931e-06
2.895346075505625283e+00 6.996922369485958576e-05 3.094619183731317454e-06
3.692981566529993653e+00 6.494266673231055868e-05 3.472007394165829036e-06
4.710356722502902826e+00 5.961901715687682350e-05 3.863621350137055328e-06
6.008007365732972893e+00 5.405740013046175113e-05 4.260263278933668840e-06
7.663146261143791271e+00 4.833449192532439723e-05 4.650201182638855346e-06
9.774257427615154370e+00 4.254318980678507167e-05 5.018990106384937550e-06
1.246695613076168918e+01 3.678971432260085591e-05 5.349745879127151382e-06
1.590146323824200536e+01 3.118975118150180327e-05 5.624344192401575663e-06
2.028213867643676238e+01 2.586173821110909857e-05 5.823889697046011305e-06
2.586964124791391484e+01 2.091864657690563185e-05 5.930023226926748224e-06
3.299643834273118870e+01 1.645842128887273868e-05 5.927283399410490387e-06
4.208658840189586670e+01 1.255535000970172055e-05 5.805000233471062768e-06
5.368097322845729025e+01 9.253100724524796261e-06 5.559808123536595836e-06
6.846948151835798058e+01 6.561385376182975079e-06 5.197365017977773371e-06
8.733205859441338248e+01 4.455534824175368917e-06 4.733208123414646964e-06
1.113910648833106194e+02 2.883451496565640372e-06 4.192295937416784736e-06
1.420780585679637511e+02 1.776715860675422598e-06 3.606436220040749900e-06
1.812189761143598048e+02 1.032259343678466038e-06 2.995183748440481750e-06
2.311427790817366485e+02 5.313147374499850775e-07 2.397612610581729872e-06
2.948200319149409552e+02 2.201311079794494676e-07 1.871187986695703962e-06
