1.054210907367492817e-01 1.503291957092605935e-01
1.338626746791844457e-01 1.733106577530879044e-01
1.699775210731966357e-01 2.012447338474866732e-01
2.158358014243513257e-01 2.308252936055164850e-01
2.740661993560389864e-01 2.641658087048073811e-01
3.480065917414091881e-01 3.004397089161888190e-01
4.418953821377288871e-01 3.394902176381194847e-01
5.611144541185831836e-01 3.811027135919219377e-01
7.124976710498055477e-01 4.246061905725645458e-01
9.047226061015206655e-01 4.692735984874484290e-01
1.148807957203709540e+00 5.140504649181585339e-01
1.458745159714144091e+00 5.576346197089461221e-01
1.852300402035004678e+00 5.984513004254581325e-01
2.352033017234747447e+00 6.346950332242096149e-01
2.986588626814886904e+00 6.644034123508264500e-01
3.792341162075528960e+00 6.855659402862519514e-01
4.815477886859232726e+00 6.962844985812622900e-01
6.114646939132219572e+00 6.949345657176736468e-01
7.764319153508758120e+00 6.803052509296203532e-01
9.859056870763255986e+00 6.518173675701174341e-01
1.251893443058921029e+01 6.098910687586551749e-01
1.589642106053283754e+01 5.559346884792586430e-01
2.018512070135179215e+01 4.924228450205843099e-01
2.563086975216819852e+01 4.227082821353930209e-01
3.254582887922069290e+01 3.506880483358180145e-01
4.132637665742548450e+01 2.803403775079615357e-01
5.247583074222491462e+01 2.152238251109304668e-01
6.663329899239671761e+01 1.579601065481351096e-01
8.461031434491374625e+01 1.070611383962758040e-01
1.074373534223780808e+02 7.758177043670991258e-02
