1.000000000000000056e-01 1.581859678999207042e-01 1.377798870971304268e+02
1.072267222010323123e-01 1.652114669234850952e-01 1.363379120389346326e+02
1.149756995397735598e-01 1.724973652704018257e-01 1.343624688146064443e+02
1.232846739442066269e-01 1.801352199600920190e-01 1.345737854105090321e+02
1.321941148466029003e-01 1.880288399687263245e-01 1.342797690858771205e+02
1.417474162926805059e-01 1.961959057579887589e-01 1.328001017105813162e+02
1.519911082952933867e-01 2.045889799243278129e-01 1.320394112484691505e+02
1.629750834620644351e-01 2.132171142181100709e-01 1.320851580932982756e+02
1.747528400007683780e-01 2.220968472052218812e-01 1.312013629529250807e+02
1.873817422860384052e-01 2.312646004018452384e-01 1.302803487582308719e+02
2.009233002565046777e-01 2.407159695406086986e-01 1.292409437626576505e+02
2.154434690031883926e-01 2.504637673366729156e-01 1.275519765312131426e+02
2.310129700083159709e-01 2.605081020292180360e-01 1.272375490919672671e+02
2.477076355991710832e-01 2.708083651567104178e-01 1.256044211632870145e+02
2.656087782946686682e-01 2.813826258953047721e-01 1.246197997318963786e+02
2.848035868435802032e-01 2.921961922491226327e-01 1.235158555118900807e+02
3.053855508833415722e-01 3.032649879623198763e-01 1.226186883573223696e+02
3.274549162877728459e-01 3.145912587710529840e-01 1.214761870656845133e+02
3.511191734215131088e-01 3.261679112219038057e-01 1.204511427402735109e+02
3.764935806792468198e-01 3.380080510156492912e-01 1.191765649244925669e+02
4.037017258596554692e-01 3.500770862966559593e-01 1.176069381234283213e+02
4.328761281083058354e-01 3.623844425558887528e-01 1.164805140269379820e+02
4.641588833612779741e-01 3.748919560323663580e-01 1.150511584790060908e+02
4.977023564332111460e-01 3.875958084297442263e-01 1.136338050579184653e+02
5.336699231206309957e-01 4.004755775984979449e-01 1.121416333218468395e+02
5.722367659350217073e-01 4.135260593342165447e-01 1.106224310728721889e+02
6.135907273413172547e-01 4.267274143845839474e-01 1.090768323830507143e+02
6.579332246575680943e-01 4.400685682410337973e-01 1.074965828215464398e+02
7.054802310718644165e-01 4.535263964952912508e-01 1.058717048445207070e+02
7.564633275546288615e-01 4.670745052338576286e-01 1.041986730719078480e+02
8.111308307896872849e-01 4.806878775020914096e-01 1.024796944687004867e+02
8.697490026177834288e-01 4.943387156644812319e-01 1.007197473451234657e+02
9.326033468832198858e-01 5.079982281431126845e-01 9.892159580848652922e+01
1.000000000000000000e+00 5.216408867278453654e-01 9.708478948773394279e+01
1.072267222010323096e+00 5.352364050608102719e-01 9.520756858492309505e+01
1.149756995397735571e+00 5.487541279595640198e-01 9.328946950703443974e+01
1.232846739442065909e+00 5.621601779226386153e-01 9.133225919536904769e+01
1.321941148466029281e+00 5.754168864976153541e-01 8.933867551127003992e+01
1.417474162926805503e+00 5.884859417784910063e-01 8.731084826239224128e+01
1.519911082952933867e+00 6.013269716769157336e-01 8.524967703010982234e+01
1.629750834620644406e+00 6.138995712734327537e-01 8.315575977800578755e+01
1.747528400007683835e+00 6.261621893861232246e-01 8.103035081686256547e+01
1.873817422860383886e+00 6.380732994440132533e-01 7.887580861717013647e+01
2.009233002565046888e+00 6.495886015191886242e-01 7.669488850914588340e+01
2.154434690031884259e+00 6.606632708140675048e-01 7.449014656218169250e+01
2.310129700083160209e+00 6.712508803718801875e-01 7.226360728816392509e+01
2.477076355991711498e+00 6.813035299162694125e-01 7.001736898286914368e+01
2.656087782946686904e+00 6.907731024055363545e-01 6.775393293319565657e+01
2.848035868435801810e+00 6.996116862110244305e-01 6.547642770205345641e+01
3.053855508833415389e+00 7.077712086414718051e-01 6.318816857436654999e+01
3.274549162877728570e+00 7.152036010656153131e-01 6.089242991700727714e+01
3.511191734215131088e+00 7.218616126139674183e-01 5.859226838368078205e+01
3.764935806792467421e+00 7.276979323923553622e-01 5.629088495368358025e+01
4.037017258596556246e+00 7.326652468902021820e-01 5.399176677509824174e+01
4.328761281083059131e+00 7.367179424211572902e-01 5.169873665774383653e+01
