### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0.61
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 1800 Ly = 3400 Lz = 1900
nx = 340 ny = 650 nz = 360
xoffset = -982.047 yoffset = -47.9468 zoffset = 798.097
bins = 120 dk = 0.005
kx_ny = 0.593412 ky_ny = 0.600599 kz_ny = 0.595249
############################
A(data) = 8.68915 (not used)
A(ran) = 8.81219 (used)
Ngal = 435742
weighted Ngal = 142822
Nran = 22768186
weighted Nran = 7.1241e+06
SN(data) = 6346.91
SN(ran) = 124.442
SN(data+ran) = 6471.36
############################
4 columns: k_central k_mean P_2(k) sig_ii_2
### header ###
0.015767 0.016011 6748.355154 11632.239681
0.025484 0.025695 28818.522632 6969.339997
0.035345 0.035505 15479.955571 3996.998874
0.045265 0.045343 13536.121993 2610.408014
0.055211 0.055272 10368.213087 1826.288586
0.065192 0.065246 9155.317081 1377.777195
0.075159 0.075218 8535.060873 1077.794043
0.085152 0.085200 6253.131270 814.357415
0.095133 0.095184 5415.056094 636.205942
0.105125 0.105170 4880.235199 526.847226
0.115119 0.115157 4113.481415 445.531144
0.125099 0.125136 3936.252820 374.224532
0.135096 0.135137 3194.556304 322.849810
0.145096 0.145126 2706.137220 286.685542
