### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0.61
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 1000 Ly = 2600 Lz = 1500
nx = 190 ny = 500 nz = 280
xoffset = 1383.5 yoffset = 32.0583 zoffset = 357.098
bins = 120 dk = 0.005
kx_ny = 0.596903 ky_ny = 0.604152 kz_ny = 0.586431
############################
A(data) = 3.19099 (not used)
A(ran) = 3.23597 (used)
Ngal = 158262
weighted Ngal = 52680.1
Nran = 7977204
weighted Nran = 2.54816e+06
SN(data) = 6418.54
SN(ran) = 129.822
SN(data+ran) = 6548.37
############################
4 columns: k_central k_mean P_0(k) sig_ii_0
### header ###
0.015761 0.016099 74112.795652 8569.579920
0.025591 0.025654 60809.268211 4738.048121
0.035291 0.035481 44699.126765 2734.346357
0.045271 0.045347 34768.614443 1757.367349
0.055220 0.055330 30848.990525 1241.760847
0.065205 0.065270 27872.563768 934.083508
0.075185 0.075177 23257.191647 738.045392
0.085108 0.085197 18786.185199 567.370249
0.095141 0.095186 16516.982199 454.540427
0.105125 0.105194 14479.671400 367.125319
0.115133 0.115186 12779.270189 324.333162
0.125115 0.125147 11754.629965 273.806136
0.135099 0.135153 10631.329459 240.600914
0.145105 0.145124 9767.166136 211.968394
