### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0.38
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 1350 Ly = 2450 Lz = 1400
nx = 250 ny = 460 nz = 260
xoffset = -685.371 yoffset = -31.899 zoffset = 571.181
bins = 120 dk = 0.005
kx_ny = 0.581776 ky_ny = 0.58985 kz_ny = 0.583439
############################
A(data) = 8.03341 (not used)
A(ran) = 8.089 (used)
Ngal = 429182
weighted Ngal = 108520
Nran = 21653140
weighted Nran = 5.32103e+06
SN(data) = 3484.53
SN(ran) = 69.6641
SN(data+ran) = 3554.19
############################
4 columns: k_central k_mean P_0(k) sig_ii_0
### header ###
0.015639 0.015869 76913.289781 6668.613049
0.025431 0.025649 61018.358621 3770.530467
0.035320 0.035478 48919.856128 2131.593301
0.045308 0.045394 37395.085999 1353.199911
0.055215 0.055326 33075.501751 958.621406
0.065185 0.065257 28593.447957 704.041902
0.075156 0.075229 24743.751572 534.233095
0.085167 0.085205 22151.736570 418.424426
0.095126 0.095182 17632.668713 324.627479
0.105126 0.105169 15358.226340 260.130352
0.115105 0.115153 13747.239812 219.143332
0.125089 0.125131 12667.767082 182.780743
0.135098 0.135117 11559.251996 159.511442
0.145098 0.145125 10380.731809 136.134860
