### header ###
fiducial parameters:
Omega_m = 0.31
Omega_nu = 0
Omega_de = 0.69
Omega_k = 0
H_0 = 100
w_de = -1
zeff = 0.51
beta = 0
fgrowth = 0
b_1 = 2
gamma = 0.55
Lx = 850 Ly = 2250 Lz = 1300
nx = 160 ny = 430 nz = 240
xoffset = 1152.27 yoffset = 19.9115 zoffset = 307.117
bins = 120 dk = 0.005
kx_ny = 0.591359 ky_ny = 0.600393 kz_ny = 0.579986
############################
A(data) = 3.43803 (not used)
A(ran) = 3.482 (used)
Ngal = 185500
weighted Ngal = 45897.1
Nran = 9254975
weighted Nran = 2.1894e+06
SN(data) = 3307.53
SN(ran) = 66.6894
SN(data+ran) = 3374.22
############################
4 columns: k_central k_mean P_0(k) sig_ii_0
### header ###
0.015822 0.016026 71176.730070 9365.783470
0.025354 0.025671 53133.424814 4938.036047
0.035314 0.035560 48858.948289 2982.671621
0.045251 0.045454 35704.039812 1863.413534
0.055214 0.055319 31999.444139 1283.580928
0.065186 0.065279 26709.377625 984.497334
0.075171 0.075272 23276.828499 763.174292
0.085224 0.085249 18665.284328 584.350066
0.095130 0.095209 16568.183766 463.893307
0.105118 0.105187 14189.219478 374.926659
0.115110 0.115171 12427.665797 304.752851
0.125114 0.125152 11691.597374 256.981322
0.135074 0.135092 10567.985660 221.747379
0.145079 0.145076 9405.369374 198.878858
