### header ###
Covariance matrix for monopole, quadrupole and hexadecapole calculated from the 2048 QPM mocks
5 columns: {measured power spectrum bin index i} {measured power spectrum bin index j} k_i k_j C_ij
### header ###
1 1 0.0157609 0.0157609 7.34377e+07
1 2 0.0157609 0.0255911 1.12531e+07
1 3 0.0157609 0.0352915 918651
1 4 0.0157609 0.0452711 387605
1 5 0.0157609 0.0552204 351477
1 6 0.0157609 0.0652053 172988
1 7 0.0157609 0.075185 60207.5
1 8 0.0157609 0.0851076 199934
1 9 0.0157609 0.0951415 182092
1 10 0.0157609 0.105125 223775
1 11 0.0157609 0.115133 85588.3
1 12 0.0157609 0.125115 92351.8
1 13 0.0157609 0.135099 111256
1 14 0.0157609 0.145105 137363
1 61 0.0157609 0.0157609 3.90794e+07
1 62 0.0157609 0.0255911 2.00095e+07
1 63 0.0157609 0.0352915 623845
1 64 0.0157609 0.0452711 128581
1 65 0.0157609 0.0552204 57532.3
1 66 0.0157609 0.0652053 -111410
1 67 0.0157609 0.075185 -106732
1 68 0.0157609 0.0851076 154705
1 69 0.0157609 0.0951415 255257
1 70 0.0157609 0.105125 156743
1 71 0.0157609 0.115133 354357
1 72 0.0157609 0.125115 149120
1 73 0.0157609 0.135099 158214
1 74 0.0157609 0.145105 195016
1 121 0.0157609 0.0157609 3.34259e+06
1 122 0.0157609 0.0255911 2.22148e+06
1 123 0.0157609 0.0352915 4.28141e+06
1 124 0.0157609 0.0452711 1.41287e+06
1 125 0.0157609 0.0552204 650823
1 126 0.0157609 0.0652053 18334.9
1 127 0.0157609 0.075185 310184
1 128 0.0157609 0.0851076 -112957
1 129 0.0157609 0.0951415 -60965.9
2 1 0.0255911 0.0157609 1.12531e+07
2 2 0.0255911 0.0255911 2.24491e+07
2 3 0.0255911 0.0352915 2.68433e+06
2 4 0.0255911 0.0452711 736332
2 5 0.0255911 0.0552204 337007
2 6 0.0255911 0.0652053 20805.6
2 7 0.0255911 0.075185 86301.1
2 8 0.0255911 0.0851076 182994
2 9 0.0255911 0.0951415 154225
2 10 0.0255911 0.105125 136561
2 11 0.0255911 0.115133 71673.6
2 12 0.0255911 0.125115 34953.3
2 13 0.0255911 0.135099 32500
2 14 0.0255911 0.145105 16694.9
2 61 0.0255911 0.0157609 1.08475e+07
2 62 0.0255911 0.0255911 1.17811e+07
